City,Cloudiness,Country,Date,Max Temp,Wind Speed,Lat,Lng,Humidity
Mezen,88,RU,1544018087,270.581,3.02,65.85,44.24,87
Powell,75,US,1544017080,272.55,3.1,40.16,-83.08,85
Alyangula,0,AU,1544014800,303.15,2.6,-13.85,136.42,74
Evensk,68,RU,1544017906,262.031,11.37,61.92,159.24,100
Booue,36,GA,1544018266,303.881,1.37,-0.09,11.94,70
Healdsburg,75,US,1544015700,284.15,4.1,38.61,-122.87,76
Ballangen,20,NO,1544014200,273.15,7.2,68.34,16.83,97
Marzuq,0,YE,1544017961,293.156,1.67,14.4,46.47,36
Mayor Pablo Lagerenza,32,PY,1544018267,304.306,3.72,-19.93,-60.77,71
Geraldton,90,CA,1544017560,267.15,2.6,49.72,-86.95,85
Nouadhibou,0,MR,1544018075,300.131,2.67,20.93,-17.03,36
Martapura,40,ID,1544016600,297.15,1,-3.41,114.85,100
Aksha,8,RU,1544018267,248.956,5.67,50.28,113.29,52
Koudougou,0,BF,1544018268,307.806,6.32,12.25,-2.37,20
Darab,64,IR,1544018268,281.556,0.12,28.75,54.55,56
Leticia,75,CO,1544014800,300.15,1.5,-4.21,-69.94,88
Andrews,1,US,1544017980,274.65,2.6,32.32,-102.55,88
Codrington,75,AU,1544014800,294.15,2.1,-28.95,153.24,68
Kemi,90,FI,1544016000,269.15,3.1,65.74,24.56,92
Dhana,0,IN,1544018269,287.781,2.22,23.75,78.86,67
Purpe,92,RU,1544018269,256.306,7.02,64.48,76.69,71
Belaya Gora,20,RU,1544018269,234.706,1.52,68.54,146.19,75
Fecamp,90,FR,1544016600,285.15,6.2,49.76,0.37,93
Nanning,0,CN,1544014800,295.15,1,22.83,108.3,83
Bilibino,12,RU,1544017958,234.081,0.97,68.06,166.44,76
Ramnagar,0,IN,1544018271,291.556,3.67,27.17,84.33,71
Vila Franca do Campo,40,PT,1544014800,290.15,2.1,37.72,-25.43,67
Brae,20,GB,1544016000,278.15,1.5,60.4,-1.35,86
Mao,20,DO,1544014800,297.15,2.1,19.55,-71.08,100
Fenoarivo,40,MG,1544016600,292.15,3.1,-18.93,47.44,88
Rafai,24,CF,1544018272,303.831,4.37,4.95,23.92,45
Borogontsy,56,RU,1544018272,237.431,3.32,62.67,131.17,56
Sari,75,IR,1544014800,286.15,1,36.57,53.06,82
Arak,80,IR,1544018273,278.406,0.72,34.1,49.69,96
Porto Seguro,75,BR,1544014800,300.15,4.1,-16.44,-39.06,78
Sankheda,0,IN,1544016600,298.15,3.1,22.21,73.58,53
Mukhen,36,RU,1544018274,254.156,4.12,48.19,136.14,47
Fort Saint James,8,CA,1544018274,257.706,1.17,54.43,-124.25,98
Ostersund,0,SE,1544016000,274.15,7.7,63.18,14.64,55
Sinnamary,92,GF,1544018005,300.031,4.47,5.38,-52.96,93
Bambamarca,0,PE,1544016600,287.15,1,-6.68,-78.52,30
Sao Filipe,0,CV,1544017912,298.281,5.02,14.9,-24.5,89
General Emilio Aguinaldo,20,PH,1544014800,301.15,1.5,14.18,120.8,78
Deputatskiy,8,RU,1544017869,230.406,1.22,69.3,139.9,0
Srednekolymsk,8,RU,1544018107,235.581,1.17,67.46,153.71,68
Fortuna,0,ES,1544016600,294.15,2.1,38.18,-1.13,46
Port Blair,68,IN,1544017970,303.281,3.02,11.67,92.75,93
Hami,0,CN,1544017883,255.881,4.37,42.84,93.51,49
Lillooet,1,CA,1544014800,254.15,0.72,50.69,-121.94,84
Kualakapuas,40,ID,1544016600,297.15,1,-3.01,114.39,100
Santa Isabel do Rio Negro,36,BR,1544018277,302.731,2.42,-0.41,-65.02,77
Touros,75,BR,1544014800,304.15,6.2,-5.2,-35.46,66
Amapa,40,HN,1544014800,296.15,2.6,15.09,-87.97,88
Muravlenko,80,RU,1544018277,258.956,7.17,63.79,74.5,81
Berdigestyakh,48,RU,1544018057,238.481,3.12,62.1,126.7,50
Hare Bay,75,CA,1544014800,267.15,7.2,48.86,-53.99,73
Kokoda,0,PG,1544018278,289.181,0.22,-8.88,147.74,92
Okrika,32,NG,1544018278,307.156,2.92,5.52,7.78,52
Lake City,1,US,1544016900,272.15,1.92,38.03,-107.32,58
Sungaipenuh,76,ID,1544018106,293.081,0.82,-2.08,101.38,97
Vestmanna,48,FO,1544016000,276.15,6.2,62.16,-7.17,74
Gigmoto,64,PH,1544017914,299.631,5.82,13.78,124.39,100
Ponta Delgada,40,PT,1544014800,290.15,2.1,37.73,-25.67,67
Champasak,0,LA,1544018279,297.031,1.17,14.89,105.88,90
Lagoa,0,PT,1544014800,291.15,2.1,37.14,-8.45,77
Tabas,68,IR,1544014800,292.15,1,33.6,56.92,32
Mercedes,8,UY,1544018280,296.331,4.02,-33.25,-58.03,65
Lalmohan,80,BD,1544018280,295.681,4.12,22.34,90.74,82
Nuuk,75,GL,1544014200,273.15,1,64.17,-51.74,100
Severomuysk,36,RU,1544018281,237.931,0.92,56.17,113.57,45
Arras,75,FR,1544016600,284.15,6.2,50.29,2.78,87
Mindelo,0,PT,1544014800,291.15,3.6,41.31,-8.72,63
Poso,76,ID,1544018057,299.431,0.87,-1.4,120.75,100
Saint-Pierre,0,FR,1544016600,284.15,5.1,48.95,4.24,87
Znamenskoye,92,RU,1544018282,256.531,4.77,57.13,73.82,80
Rome,20,IT,1544014200,291.15,2.1,41.89,12.48,67
Piacabucu,20,BR,1544018282,302.956,1.97,-10.41,-36.43,99
Marrakesh,0,MA,1544016600,298.15,1.5,31.63,-7.99,36
Millinocket,1,US,1544014560,263.15,1.52,45.66,-68.71,86
Dumai,68,ID,1544018283,297.406,2.07,1.68,101.45,99
Great Yarmouth,75,GB,1544016000,284.15,5.7,52.61,1.73,93
Pullman,1,US,1544014560,269.25,3.6,46.73,-117.17,84
Krupina,20,SK,1544016600,279.15,3.6,48.35,19.07,35
Thai Binh,40,VN,1544016600,298.15,3.6,20.45,106.33,83
Coos Bay,90,US,1544014560,278.15,3.1,43.37,-124.22,79
Rio Gallegos,0,AR,1544014800,284.15,8.2,-51.62,-69.22,34
Talnakh,88,RU,1544017885,251.706,7.37,69.49,88.39,75
Lensk,56,RU,1544017891,238.531,4.47,60.71,114.91,49
Parrita,20,CR,1544014800,295.15,3.6,9.52,-84.33,64
Khash,8,IR,1544018285,281.981,2.37,28.22,61.21,32
Birjand,0,IR,1544014800,288.15,2.1,32.86,59.22,22
La Romana,20,DO,1544014800,301.15,3.1,18.43,-68.97,88
Velsk,92,RU,1544018285,272.531,6.92,61.07,42.1,92
Gombong,56,ID,1544018286,295.381,0.92,-7.19,109.31,97
Ankang,0,CN,1544018286,271.456,0.82,32.73,108.99,97
Suez,56,EG,1544018287,290.806,4.72,29.97,32.54,46
Adrar,0,DZ,1544014800,295.15,5.1,27.87,-0.29,21
Hobyo,24,SO,1544018016,300.656,7.37,5.35,48.53,80
Sherbakul,40,RU,1544016600,259.15,6,54.63,72.39,65
Oranjemund,88,ZA,1544017978,289.931,6.32,-28.55,16.43,93
Fare,76,PF,1544018288,299.931,6.02,-16.7,-151.02,100
San Quintin,0,PH,1544018129,294.706,0.97,17.54,120.52,85
Kalmunai,88,LK,1544017940,296.181,1.42,7.42,81.82,100
Tabuk,20,PH,1544018092,293.656,0.72,17.41,121.44,90
Flin Flon,40,CA,1544014800,254.15,4.6,54.77,-101.88,77
Ust-Uda,32,RU,1544018289,240.556,1.27,54.17,103.03,40
Joppatowne,75,US,1544018040,274.85,1.5,39.42,-76.36,58
Aras,20,YE,1544018050,290.631,1.67,14.28,44.38,37
Spornoye,90,RU,1544016600,272.15,2,50.84,37.29,100
Sarangani,44,PH,1544018016,301.881,8.42,5.4,125.46,96
Corn Island,100,NI,1544018290,301.131,6.32,12.17,-83.04,100
Wadi Maliz,40,TN,1544014800,293.15,1.22,36.47,8.55,60
Tsabong,88,BW,1544018291,309.706,3.87,-26.02,22.4,10
Savona,0,IT,1544017800,292.15,1,44.31,8.48,77
Nakusp,56,CA,1544018291,261.181,0.27,50.24,-117.8,85
Diksmuide,75,BE,1544017800,283.15,6.2,51.03,2.86,93
Kharp,88,RU,1544018292,260.956,1.62,66.82,65.8,82
Zhangjiakou,76,CN,1544018292,264.031,4.32,40.77,114.88,43
Salalah,40,OM,1544014200,300.15,3.1,17.01,54.1,65
Samarai,56,PG,1544018058,300.831,1.07,-10.62,150.67,100
Gus-Zheleznyy,76,RU,1544018292,269.281,4.67,55.05,41.16,89
Dayong,88,PH,1544018293,300.731,9.72,11.74,122.04,100
Tyukalinsk,68,RU,1544018293,258.081,4.17,55.87,72.2,79
Celendin,0,PE,1544016600,287.15,1,-6.87,-78.15,30
Balkhash,56,KZ,1544017933,264.631,6.17,46.84,74.98,100
Yerbogachen,48,RU,1544018051,238.381,2.37,61.28,108.01,51
Taltal,0,CL,1544017999,291.381,1.47,-25.41,-70.49,66
Esso,80,RU,1544018294,267.056,6.02,55.93,158.7,87
Anadyr,0,RU,1544014800,242.15,5,64.73,177.51,67
Slupca,0,PL,1544018294,275.181,3.52,52.29,17.87,91
Kysyl-Syr,12,RU,1544018021,235.981,2.52,63.9,122.77,65
Masterton,48,NZ,1544018295,284.656,4.37,-40.95,175.66,82
Nenjiang,0,CN,1544018295,245.031,2.17,49.17,125.23,53
Navsari,0,IN,1544016600,298.15,2.1,20.95,72.93,69
Mpraeso,48,GH,1544018295,306.156,2.67,6.6,-0.73,47
Molchanovo,32,RU,1544018296,237.806,2.67,57.58,83.76,56
Djibo,0,BF,1544018296,306.706,6.62,14.1,-1.63,19
Abu Kamal,24,SY,1544018296,286.031,1.37,34.45,40.92,97
Guhagar,12,IN,1544018297,299.706,2.97,17.48,73.19,88
Kagoro,0,NG,1544014800,300.15,9.8,9.6,8.38,22
Tazovskiy,80,RU,1544018015,254.831,8.07,67.47,78.7,81
Belmonte,8,PT,1544018048,287.231,1.57,40.36,-7.35,91
Honiara,32,SB,1544017912,295.331,1.42,-9.43,159.96,100
Naze,0,NG,1544014800,305.15,1.5,5.43,7.07,49
Tuy Hoa,92,VN,1544018052,297.331,3.67,13.08,109.3,100
Karasburg,8,NA,1544018298,307.056,2.77,-28.01,18.75,13
Juneau,90,US,1544014560,274.85,2.1,58.3,-134.42,95
Kota Kinabalu,75,MY,1544016600,300.15,1.5,5.98,116.07,94
Gravina in Puglia,0,IT,1544016000,290.15,5.7,40.82,16.42,44
Guarare,20,PA,1544014800,299.15,3.1,7.82,-80.28,83
Kavaratti,76,IN,1544017933,300.731,3.57,10.57,72.64,100
Marawi,0,PH,1544018125,291.131,0.97,8,124.29,94
Dubbo,12,AU,1544016600,292.15,7.7,-32.25,148.6,63
Afsin,76,TR,1544018299,276.731,1.17,38.25,36.91,93
Polyany,64,RU,1544018377,275.431,5.12,60.32,29.26,88
Kununurra,0,AU,1544016600,304.15,4.1,-15.77,128.74,66
Makhinjauri,75,GE,1544016600,288.15,2.1,41.67,41.69,87
Kristinehamn,0,SE,1544016000,274.15,3.1,59.31,14.11,86
Mahon,75,IE,1544016600,285.15,4.1,51.89,-8.4,100
Fairlie,1,US,1544016900,273.85,1.42,33.31,-95.96,82
Talcahuano,40,CL,1544014800,290.15,2.1,-36.72,-73.12,77
Luau,0,CD,1544018128,299.581,1.42,-10.7,22.23,72
Utiel,0,ES,1544016600,294.15,2.6,39.57,-1.21,60
Uaua,100,BR,1544018302,298.381,1.22,-9.84,-39.48,85
Susanville,90,US,1544016900,272.15,1.12,40.42,-120.65,100
Praia da Vitoria,20,PT,1544014800,291.15,7.27,38.73,-27.07,59
Hamilton,20,BM,1544014500,295.15,3.6,32.3,-64.78,73
